"";"cod_distrito";"distrito";"cod_barrio";"barrio";"indicador_nivel2";"indicador_completo";"valor_indicador";"porcentaje"
"445";12;"Usera";123;"San Fermín";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,8;3,58
"446";12;"Usera";123;"San Fermín";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";11,29;5,94
"447";12;"Usera";123;"San Fermín";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,31;6,48
"448";12;"Usera";123;"San Fermín";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";7,5;3,95
"449";12;"Usera";123;"San Fermín";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,48;4,47
"450";12;"Usera";123;"San Fermín";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,37;5,46
"451";12;"Usera";124;"Almendrales";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";7,86;4,49
"452";12;"Usera";124;"Almendrales";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,19;5,25
"453";12;"Usera";124;"Almendrales";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11,54;6,59
"454";12;"Usera";124;"Almendrales";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,83;3,9
"455";12;"Usera";124;"Almendrales";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,6;4,34
"456";12;"Usera";124;"Almendrales";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,12;6,35
"457";12;"Usera";125;"Moscardó";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";5,8;3,58
"458";12;"Usera";125;"Moscardó";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";8,62;5,32
"459";12;"Usera";125;"Moscardó";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11,03;6,81
"460";12;"Usera";125;"Moscardó";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,32;2,67
"461";12;"Usera";125;"Moscardó";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,34;3,91
"462";12;"Usera";125;"Moscardó";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,73;6,62
"463";12;"Usera";126;"Zofío";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,8;2,85
"464";12;"Usera";126;"Zofío";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,97;5,93
"465";12;"Usera";126;"Zofío";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11,16;6,63
"466";12;"Usera";126;"Zofío";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,68;2,19
"467";12;"Usera";126;"Zofío";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,81;5,24
"468";12;"Usera";126;"Zofío";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,33;6,74
"469";12;"Usera";127;"Pradolongo";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,81;4,1
"470";12;"Usera";127;"Pradolongo";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,06;5,45
"471";12;"Usera";127;"Pradolongo";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,4;7,47
"472";12;"Usera";127;"Pradolongo";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";5,6;3,37
"473";12;"Usera";127;"Pradolongo";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,93;4,77
"474";12;"Usera";127;"Pradolongo";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,78;5,89
"475";13;"Puente de Vallecas";131;"Entrevías";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";8,93;3,79
"476";13;"Puente de Vallecas";131;"Entrevías";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";14,13;5,99
"477";13;"Puente de Vallecas";131;"Entrevías";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";13,6;5,77
"478";13;"Puente de Vallecas";131;"Entrevías";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";9,32;3,95
"479";13;"Puente de Vallecas";131;"Entrevías";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";11,06;4,69
"480";13;"Puente de Vallecas";131;"Entrevías";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";15,58;6,61
"481";13;"Puente de Vallecas";132;"San Diego";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,22;3,24
"482";13;"Puente de Vallecas";132;"San Diego";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";11,12;5,8
"483";13;"Puente de Vallecas";132;"San Diego";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,71;6,63
"484";13;"Puente de Vallecas";132;"San Diego";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,18;3,22
"485";13;"Puente de Vallecas";132;"San Diego";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,32;4,34
"486";13;"Puente de Vallecas";132;"San Diego";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";13,99;7,3
"487";13;"Puente de Vallecas";133;"Palomeras Bajas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";5,77;3,31
"488";13;"Puente de Vallecas";133;"Palomeras Bajas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";10,77;6,19
"489";13;"Puente de Vallecas";133;"Palomeras Bajas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11;6,32
"490";13;"Puente de Vallecas";133;"Palomeras Bajas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";7,06;4,06
"491";13;"Puente de Vallecas";133;"Palomeras Bajas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,89;5,11
"492";13;"Puente de Vallecas";133;"Palomeras Bajas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,74;5,59
"493";13;"Puente de Vallecas";134;"Palomeras Sureste";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,54;3,6
"494";13;"Puente de Vallecas";134;"Palomeras Sureste";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";10,79;5,94
"495";13;"Puente de Vallecas";134;"Palomeras Sureste";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,03;6,62
"496";13;"Puente de Vallecas";134;"Palomeras Sureste";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,49;3,57
"497";13;"Puente de Vallecas";134;"Palomeras Sureste";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,69;4,78
"498";13;"Puente de Vallecas";134;"Palomeras Sureste";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,19;5,61
"499";13;"Puente de Vallecas";135;"Portazgo";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";8,58;4,07
"500";13;"Puente de Vallecas";135;"Portazgo";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";12,69;6,02
"501";13;"Puente de Vallecas";135;"Portazgo";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";13,54;6,43
"502";13;"Puente de Vallecas";135;"Portazgo";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";8,12;3,85
"503";13;"Puente de Vallecas";135;"Portazgo";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";9,28;4,4
"504";13;"Puente de Vallecas";135;"Portazgo";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";12,95;6,15
"505";13;"Puente de Vallecas";136;"Numancia";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";7,05;3,71
"506";13;"Puente de Vallecas";136;"Numancia";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";10,87;5,72
"507";13;"Puente de Vallecas";136;"Numancia";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,49;6,57
"508";13;"Puente de Vallecas";136;"Numancia";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,76;3,56
"509";13;"Puente de Vallecas";136;"Numancia";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,41;4,42
"510";13;"Puente de Vallecas";136;"Numancia";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";12,54;6,6
"511";14;"Moratalaz";141;"Pavones";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,1;2,51
"512";14;"Moratalaz";141;"Pavones";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";12,63;7,72
"513";14;"Moratalaz";141;"Pavones";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11,23;6,87
"514";14;"Moratalaz";141;"Pavones";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,99;3,05
"515";14;"Moratalaz";141;"Pavones";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,2;5,02
"516";14;"Moratalaz";141;"Pavones";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,8;6,61
"517";14;"Moratalaz";142;"Horcajo";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,8;3,23
"518";14;"Moratalaz";142;"Horcajo";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,63;6,48
"519";14;"Moratalaz";142;"Horcajo";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,3;6,26
"520";14;"Moratalaz";142;"Horcajo";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,44;2,99
"521";14;"Moratalaz";142;"Horcajo";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";9,95;6,7
"522";14;"Moratalaz";142;"Horcajo";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";6,8;4,58
"523";14;"Moratalaz";143;"Marroquina";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,82;2,98
"524";14;"Moratalaz";143;"Marroquina";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,87;6,15
"525";14;"Moratalaz";143;"Marroquina";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,97;7,78
"526";14;"Moratalaz";143;"Marroquina";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,56;3,56
"527";14;"Moratalaz";143;"Marroquina";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,7;5,23
"528";14;"Moratalaz";143;"Marroquina";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,25;5,66
"529";14;"Moratalaz";144;"Media Legua";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";5,95;3,59
"530";14;"Moratalaz";144;"Media Legua";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,47;5,72
"531";14;"Moratalaz";144;"Media Legua";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,69;5,85
"532";14;"Moratalaz";144;"Media Legua";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";5,63;3,4
"533";14;"Moratalaz";144;"Media Legua";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";8,03;4,85
"534";14;"Moratalaz";144;"Media Legua";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,6;5,8
"535";14;"Moratalaz";145;"Fontarrón";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";5,43;3,41
"536";14;"Moratalaz";145;"Fontarrón";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,08;5,7
"537";14;"Moratalaz";145;"Fontarrón";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";12,2;7,66
"538";14;"Moratalaz";145;"Fontarrón";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";5,47;3,44
"539";14;"Moratalaz";145;"Fontarrón";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,04;4,42
"540";14;"Moratalaz";145;"Fontarrón";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,59;7,28
"541";14;"Moratalaz";146;"Vinateros";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,85;4,8
"542";14;"Moratalaz";146;"Vinateros";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,31;5,12
"543";14;"Moratalaz";146;"Vinateros";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,64;6,75
"544";14;"Moratalaz";146;"Vinateros";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,71;2,6
"545";14;"Moratalaz";146;"Vinateros";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,05;4,94
"546";14;"Moratalaz";146;"Vinateros";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";8,59;6,02
"547";15;"Ciudad Lineal";151;"Ventas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,27;2,96
"548";15;"Ciudad Lineal";151;"Ventas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,58;5,25
"549";15;"Ciudad Lineal";151;"Ventas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,55;7,31
"550";15;"Ciudad Lineal";151;"Ventas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,25;2,94
"551";15;"Ciudad Lineal";151;"Ventas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,51;4,51
"552";15;"Ciudad Lineal";151;"Ventas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,16;7,73
"553";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,64;2,59
"554";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,49;5,34
"555";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,97;7,11
"556";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,45;3,17
"557";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,72;4,79
"558";15;"Ciudad Lineal";152;"Pueblo Nuevo";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,5;6,77
"559";15;"Ciudad Lineal";153;"Quintana";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,51;2,61
"560";15;"Ciudad Lineal";153;"Quintana";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,04;5,24
"561";15;"Ciudad Lineal";153;"Quintana";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,75;7,26
"562";15;"Ciudad Lineal";153;"Quintana";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,37;2,51
"563";15;"Ciudad Lineal";153;"Quintana";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,77;4,29
"564";15;"Ciudad Lineal";153;"Quintana";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,38;7,72
"565";15;"Ciudad Lineal";154;"Concepción";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,06;1,64
"566";15;"Ciudad Lineal";154;"Concepción";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,47;5,93
"567";15;"Ciudad Lineal";154;"Concepción";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,05;7,98
"568";15;"Ciudad Lineal";154;"Concepción";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";2,96;2,35
"569";15;"Ciudad Lineal";154;"Concepción";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,17;4,11
"570";15;"Ciudad Lineal";154;"Concepción";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";8,97;7,13
"571";15;"Ciudad Lineal";155;"San Pascual";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,17;1,87
"572";15;"Ciudad Lineal";155;"San Pascual";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";6,07;5,24
"573";15;"Ciudad Lineal";155;"San Pascual";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,44;8,15
"574";15;"Ciudad Lineal";155;"San Pascual";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,04;2,62
"575";15;"Ciudad Lineal";155;"San Pascual";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,25;4,53
"576";15;"Ciudad Lineal";155;"San Pascual";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,33;8,06
"577";15;"Ciudad Lineal";156;"San Juan Bautista";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,13;1,29
"578";15;"Ciudad Lineal";156;"San Juan Bautista";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,84;5,52
"579";15;"Ciudad Lineal";156;"San Juan Bautista";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";6,86;7,83
"580";15;"Ciudad Lineal";156;"San Juan Bautista";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,88;1
"581";15;"Ciudad Lineal";156;"San Juan Bautista";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,23;3,69
"582";15;"Ciudad Lineal";156;"San Juan Bautista";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,19;8,2
"583";15;"Ciudad Lineal";157;"Colina";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,68;1,79
"584";15;"Ciudad Lineal";157;"Colina";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";6,07;6,46
"585";15;"Ciudad Lineal";157;"Colina";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,55;11,22
"586";15;"Ciudad Lineal";157;"Colina";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,71;1,82
"587";15;"Ciudad Lineal";157;"Colina";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,42;3,64
"588";15;"Ciudad Lineal";157;"Colina";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";6,59;7,01
"589";15;"Ciudad Lineal";158;"Atalaya";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,16;NA
"590";15;"Ciudad Lineal";158;"Atalaya";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,9;NA
"591";15;"Ciudad Lineal";158;"Atalaya";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";3,33;NA
"592";15;"Ciudad Lineal";158;"Atalaya";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0;NA
"593";15;"Ciudad Lineal";158;"Atalaya";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";1,42;NA
"594";15;"Ciudad Lineal";158;"Atalaya";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,58;NA
"595";15;"Ciudad Lineal";159;"Costillares";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,13;1,42
"596";15;"Ciudad Lineal";159;"Costillares";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,76;6
"597";15;"Ciudad Lineal";159;"Costillares";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,63;10,88
"598";15;"Ciudad Lineal";159;"Costillares";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,73;2,18
"599";15;"Ciudad Lineal";159;"Costillares";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,25;4,1
"600";15;"Ciudad Lineal";159;"Costillares";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,92;7,46
"601";16;"Hortaleza";161;"Palomas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,8;1,1
"602";16;"Hortaleza";161;"Palomas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";3,88;5,31
"603";16;"Hortaleza";161;"Palomas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,33;11,41
"604";16;"Hortaleza";161;"Palomas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,02;1,4
"605";16;"Hortaleza";161;"Palomas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,16;4,33
"606";16;"Hortaleza";161;"Palomas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,46;6,11
"607";16;"Hortaleza";162;"Piovera";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,56;0,92
"608";16;"Hortaleza";162;"Piovera";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";3,86;6,36
"609";16;"Hortaleza";162;"Piovera";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,29;8,71
"610";16;"Hortaleza";162;"Piovera";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,03;1,7
"611";16;"Hortaleza";162;"Piovera";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,84;4,68
"612";16;"Hortaleza";162;"Piovera";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,02;6,62
"613";16;"Hortaleza";163;"Canillas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,08;2,67
"614";16;"Hortaleza";163;"Canillas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";6,75;5,86
"615";16;"Hortaleza";163;"Canillas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,72;8,44
"616";16;"Hortaleza";163;"Canillas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,49;3,03
"617";16;"Hortaleza";163;"Canillas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,46;4,74
"618";16;"Hortaleza";163;"Canillas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,6;6,6
"619";16;"Hortaleza";164;"Pinar del Rey";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,15;2,84
"620";16;"Hortaleza";164;"Pinar del Rey";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";8,2;5,61
"621";16;"Hortaleza";164;"Pinar del Rey";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,9;7,46
"622";16;"Hortaleza";164;"Pinar del Rey";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,7;3,22
"623";16;"Hortaleza";164;"Pinar del Rey";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,45;4,41
"624";16;"Hortaleza";164;"Pinar del Rey";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,12;6,92
"625";16;"Hortaleza";165;"Apóstol Santiago";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,6;2,6
"626";16;"Hortaleza";165;"Apóstol Santiago";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,64;5,52
"627";16;"Hortaleza";165;"Apóstol Santiago";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,67;6,98
"628";16;"Hortaleza";165;"Apóstol Santiago";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,47;3,23
"629";16;"Hortaleza";165;"Apóstol Santiago";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,51;4,7
"630";16;"Hortaleza";165;"Apóstol Santiago";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";8,87;6,41
"631";16;"Hortaleza";166;"Valdefuentes";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,05;2,5
"632";16;"Hortaleza";166;"Valdefuentes";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,03;6,13
"633";16;"Hortaleza";166;"Valdefuentes";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,73;9,43
"634";16;"Hortaleza";166;"Valdefuentes";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";2,34;2,85
"635";16;"Hortaleza";166;"Valdefuentes";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,91;3,55
"636";16;"Hortaleza";166;"Valdefuentes";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,54;6,76
"637";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";8,03;3,71
"638";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";12,91;5,96
"639";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";13,72;6,33
"640";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";8,37;3,86
"641";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";9,63;4,44
"642";17;"Villaverde";171;"Villaverde Alto, Casco Histórico de Villaverde";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,58;5,34
"643";17;"Villaverde";172;"San Cristóbal";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,67;2,75
"644";17;"Villaverde";172;"San Cristóbal";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";14,62;6,03
"645";17;"Villaverde";172;"San Cristóbal";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";16,6;6,85
"646";17;"Villaverde";172;"San Cristóbal";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";7,09;2,93
"647";17;"Villaverde";172;"San Cristóbal";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";11,06;4,56
"648";17;"Villaverde";172;"San Cristóbal";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";17,07;7,04
"649";17;"Villaverde";173;"Butarque";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";5,27;3,51
"650";17;"Villaverde";173;"Butarque";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,9;6,59
"651";17;"Villaverde";173;"Butarque";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,21;6,79
"652";17;"Villaverde";173;"Butarque";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,83;4,54
"653";17;"Villaverde";173;"Butarque";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,89;3,92
"654";17;"Villaverde";173;"Butarque";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,53;5,01
"655";17;"Villaverde";174;"Los Rosales";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,4;3,7
"656";17;"Villaverde";174;"Los Rosales";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";10,22;5,92
"657";17;"Villaverde";174;"Los Rosales";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";11,49;6,65
"658";17;"Villaverde";174;"Los Rosales";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";5,92;3,43
"659";17;"Villaverde";174;"Los Rosales";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,65;4,43
"660";17;"Villaverde";174;"Los Rosales";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";9,3;5,38
"661";17;"Villaverde";175;"Los Ángeles";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";6,47;3,63
"662";17;"Villaverde";175;"Los Ángeles";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";10,16;5,7
"663";17;"Villaverde";175;"Los Ángeles";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";13,65;7,65
"664";17;"Villaverde";175;"Los Ángeles";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";6,36;3,57
"665";17;"Villaverde";175;"Los Ángeles";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,91;4,43
"666";17;"Villaverde";175;"Los Ángeles";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,38;6,38
